DomainValueId;Explanation
790;Os agregados são claramente observáveis in situ e há um arranjo proeminente das superfícies naturais de fraqueza. Quando perturbado, o material do solo separa-se principalmente em agregados inteiros. As superfícies dos agregados geralmente diferem marcadamente do interior dos agregados.
791;"Fracamente resistente à pressão. Facilmente quebrado entre o polegar e o indicador."
792;"Moderadamente resistente à pressão. Pode ser quebrado nas mãos. Não se quebra entre o polegar e o indicador."
793;"Muito resistente à pressão. Pode ser quebrado nas mãos apenas com dificuldade."
794;Fraco: os agregados mal são observáveis in situ e há apenas um arranjo pobre das superfícies naturais de fraqueza. Quando suavemente perturbado, o material do solo esboroa-se em uma mistura de alguns agregados inteiros, muitos agregados quebrados, e muito material sem faces de agregado. As superfícies dos agregados diferem, de alguma forma, do interior dos agregados. Moderado: os agregados são observáveis in situ e há um arranjo distinto das superfícies naturais de fraqueza. Quando perturbado, o material do solo esboroa-se numa mistura de muitos agregados inteiros, alguns agregados quebrados, e pouco material sem faces de agregado. As superfícies dos agregados geralmente mostram diferenças marcantes do interior dos agregados.
888;A maioria dos planos são vazios extra-pédicos, relacionados à acomodação de superfícies pédicas ou aos padrões de fissuramento (rachaduras). Elas são, em geral, não persistente e variam em tamanho, forma e quantidade, dependendo da condição de humidade do solo. Vazios planares podem ser registrados, descrevendo largura e frequência.
795;"Moderado: os agregados são observáveis in situ e há um arranjo distinto das superfícies naturais de fraqueza. Quando perturbado, o material do solo esboroa-se numa mistura de muitos agregados inteiros, alguns agregados quebrados, e pouco material sem faces de agregado. As superfícies dos agregados geralmente mostram diferenças marcantes do interior dos agregados. Forte: os agregados são claramente observáveis in situ e há um arranjo proeminente das superfícies naturais de fraqueza. Quando perturbado, o material do solo separa-se, principalmente, em agregados inteiros. A superfície dos agregados geralmente difere marcadamente do interior dos agregados."
851;-em branco-
852;-em branco-
853;Após cessar a pressão, praticamente nenhum material do solo adere ao polegar e o indicador.
854;Após cessar a pressão, o material do solo adere tanto ao polegar como ao indicador, mas desprende-se de um ou do outro, deixando-o limpo. O material não é apreciavelmente esticado quando os dedos são separados.
855;Após cessar a pressão, o material do solo adere a ambos o polegar e o indicador e tende a esticar-se um pouco e romper-se ao invés de desprender-se de qualquer dos dedos.
856;Após cessar a pressão, o material do solo adere fortemente a ambos os polegar e o indicador e é perceptivelmente esticado quando os dedos são separados.
857;-em branco-
858;-em branco-
859;Nenhum fio é moldável.
860;Fio moldável, mas quebra-se imediatamente se dobrado em forma de anel. Massa de solo deformada por força muito pequena.
861;Fio moldável, mas quebra-se se dobrado em forma de anel. Massa de solo deformada por força ligeira a moderada.
862;Fio moldável e pode ser dobrado em forma de anel. Massa de solo deformada por força moderadamente forte a muito forte.
863;-em branco-
864;-em branco-
865;Britagem: poeirenta ou dura. Moldagem (em uma bola): não é possível, parece ser quente. Umedecendo: torna-se muito escuro. Esfregando (na mão): não fica mais claro. pF: 5.
866;Britagem: não faz poeira. Moldagem (em uma bola): não é possível, parece ser quente. Umedecendo: fica escuro. Esfregando (na mão): dificilmente fica mais claro. pF: 4.
867;Britagem: não faz poeira. Moldagem (em uma bola): possível (não é areia). Umedecendo: fica um pouco escuro. Esfregando (na mão): fica obviamente mais claro. pF: 3.
868;Britagem: é pegajosa. Moldagem (em uma bola): dedo fica úmido e fresco, levemente brilhante. Umedecimento: nenhuma mudança de cor. Esfregando (na mão): obviamente mais claro. pF: 2.
869;Britagem: água livre. Moldagem (em uma bola): gotas de água. Umedecimento: nenhuma mudança de cor. pF: 1.
870;Britagem: água livre. Moldagem (em uma bola): gotas de água sem aplicação de pressão. Umedecimento: nenhuma mudança de cor. pF: 0.
871;-em branco-
872;-em branco-
873;-em branco-
874;-em branco-
875;-em branco-
876;-em branco-
877;-em branco-
878;-em branco-
879;Controlado pela fábrica, ou arranjo, das partículas do solo, também conhecidos como vazios texturais. A subdivisão é possível em vazios de empacotamento simples, que se relacionam com o arranjo das partículas de areia, e vazios de empacotamento composto, que resultam do empacotamento de peds não acomodados. Predominantemente de forma irregular e interconectada, e difícil de quantificar em campo.
880;-em branco-
881;-em branco-
882;-em branco-
883;Vazios descontínuos esféricos ou elípticos (câmaras) de origem sedimentar ou formados por ar comprimido, por exemplo, bolhas de gás em crostas de hidratação após chuvas fortes. Relativamente sem importância em relação ao crescimento das plantas.
884;A camada é cimentada ou compactada em 50-90%, e em geral apresenta uma aparência regular.
885;Principalmente irregular, com vazios equidimensionais de origem faunal ou resultantes do preparo do solo ou perturbação de outros vazios. Descontínuo ou interconectado. Pode ser quantificado em casos específicos.
886;-em branco-
887;Vazios alongados de origem faunal ou floral, principalmente em forma tubular e contínua, variando fortemente em diâmetro. Quando maior do que alguns centímetros (orifícios de tocas), eles são mais adequadamente descritos como atividade biológica.
889;-em branco-
890;-em branco-
891;-em branco-
892;-em branco-
893;-em branco-
894;O número de poros muito finos (< 2 mm) por decímetro quadrado é 0, o número de poros médios e grandes (> 2 mm) por decímetro quadrado é 0.
895;O número de poros muito finos (< 2 mm) por decímetro quadrado é 1-20, o número de poros médios e grandes (> 2 mm) por decímetro quadrado é 1-2.
896;O número de poros muito finos (< 2 mm) por decímetro quadrado é 20-50, o número de poros médios e grandes (> 2 mm) por decímetro quadrado é 2-5.
897;O número de poros muito finos (< 2 mm) por decímetro quadrado é 50-200, o número de poros médios e grandes (> 2 mm) por decímetro quadrado é 5-20.
898;O número de poros muito finos (< 2 mm) por decímetro quadrado é > 200, o número de poros médios e grandes (> 2 mm) por decímetro quadrado é > 20.
899;-em branco-
900;-em branco-
901;-em branco-
902;A superfície do revestimento mostra apenas pequeno contraste na cor, suavidade ou qualquer outra propriedade em relação à superfície adjacente. Grãos de areia fina são facilmente visíveis no cutan. As lamelas tem espessura inferior a 2 mm.
903;A superfície do revestimento é nitidamente mais suave ou de cor diferente em relação à superfície adjacente. Grãos de areia fina estão envolvidos no revestimento mas os seus contornos são ainda visíveis. As lamelas tê 2-5 mm de espessura.
904;A superfície do revestimentos contrasta fortemente em suavidade ou cor com as superfícies adjacentes. Contornos de grãos de areia fina não são visíveis. As lamelas têm mais do que 5 mm de espessura.
905;-em branco-
906;-em branco-
907;-em branco-
908;-em branco-
909;-em branco-
910;-em branco-
911;-em branco-
912;Revestimentos hipodérmicos, como usado aqui, são feições analisadas a escala de campo, comumente expressas apenas como características hidromórficas. Revestimentos hipodérmicos micromorfológicas incluem características não-redox [Bullock et al., 1985].
913;-em branco-
914;-em branco-
915;-em branco-
916;-em branco-
917;-em branco-
918;-em branco-
919;-em branco-
920;Slickensides são superfícies pédicas polidas e ranhuradas que são produzidas por agregados deslizando um sobre o outro.
921;-em branco-
922;-em branco-
923;-em branco-
924;-em branco-
925;-em branco-
926;-em branco-
927;-em branco-
928;-em branco-
929;-em branco-
930;-em branco-
931;-em branco-
932;-em branco-
933;-em branco-
934;-em branco-
935;-em branco-
936;-em branco-
937;A camada é cimentada ou compactada em menos do que 50%, e apresenta uma aparência um tanto irregular.
938;A camada é cimentada ou compactada em mais do que 90%, e só é interrompida em alguns lugares por rachaduras ou fissuras.
1001;-em branco-
939;As partes compactadas ou cimentadas são semelhantes a placas e têm orientação horizontal ou sub-horizontal.
940;A camada tem grandes vazios equidimensionais que podem ser preenchidos com material não cimentado.
942;A camada é, em grande medida, construída a partir de nódulos cimentados ou concreções de forma irregular.
943;-em branco-
944;-em branco-
945;-em branco-
946;-em branco-
947;-em branco-
948;-em branco-
949;-em branco-
950;-em branco-
951;-em branco-
952;-em branco-
953;-em branco-
954;-em branco-
955;-em branco-
956;Nem cimentação nem compactação observada (desintegra-se em água).
957;A massa compactada é apreciavelmente mais dura ou mais quebradiça do que outra massa de solo comparável (desintegra-se em água).
958;A massa cimentada é quebradiça e dura, mas pode ser quebrada nas mãos.
959;A massa cimentada não pode ser quebrada nas mãos, mas é descontínua (menos de 90% da massa de solo).
960;A massa cimentada não pode ser quebrada nas mãos e é contínua (mais de 90% da massa de solo).
961;A massa cimentado não pode ser quebrada pelo peso corporal (cientista solo padrão de 75 kg) (mais de 90% da massa de solo).
962;-em branco-
963;Um corpo discreto, com estrutura interna concêntrica, geralmente cimentada.
964;-em branco-
965;Difere da massa de solo circundante, em cor e composição, mas não é facilmente separado como um corpo discreto.
966;Corpo discreto, sem organização interna.
967;Incluindo micélios de carbonatos ou opala.
968;-em branco-
969;Corpo discreto impregnado, ainda mostrando a estrutura da rocha.
970;-em branco-
971;-em branco-
972;-em branco-
973;-em branco-
974;-em branco-
975;-em branco-
976;-em branco-
977;-em branco-
978;-em branco-
979;-em branco-
980;Não pode ser quebrado nos dedos.
981;Pode ser quebrado entre o indicador e a unha do polegar.
982;-em branco-
983;-em branco-
984;-em branco-
985;-em branco-
986;-em branco-
987;-em branco-
988;-em branco-
989;-em branco-
990;-em branco-
991;-em branco-
992;-em branco-
993;-em branco-
994;-em branco-
995;-em branco-
996;-em branco-
997;-em branco-
998;-em branco-
999;-em branco-
1002;-em branco-
1003;-em branco-
1004;-em branco-
1005;-em branco-
1006;-em branco-
1007;-em branco-
1008;-em branco-
1009;-em branco-
1010;-em branco-
1011;-em branco-
1012;-em branco-
1013;-em branco-
1014;-em branco-
1015;-em branco-
1016;-em branco-
1017;Raízes com diâmetro < 2 mm: 0, Raízes com diâmetro > 2 mm: 0.
1018;Raízes com diâmetro < 2 mm: 1-20, Raízes com diâmetro > 2 mm: 1-2.
1019;Raízes com diâmetro < 2 mm: 20-50, Raízes com diâmetro > 2 mm: 2-5.
1020;Raízes com diâmetro < 2 mm: 50-200, Raízes com diâmetro > 2 mm: 5-20.
1021;Raízes com diâmetro < 2 mm: > 200, Raízes com diâmetro > 2 mm: > 20.
1022;-em branco-
1023;-em branco-
1024;-em branco-
1025;-em branco-
1026;-em branco-
1027;-em branco-
1028;-em branco-
1029;-em branco-
1030;-em branco-
1031;-em branco-
1032;-em branco-
1033;-em branco-
1034;-em branco-
1035;-em branco-
1036;-em branco-
1037;-em branco-
1038;-em branco-
1039;-em branco-
1040;-em branco-
1041;-em branco-
1042;-em branco-
1043;A estrutura é maciça sem orientação reconhecível.
1044;-em branco-
1045;-em branco-
1046;-em branco-
1047;-em branco-
1048;-em branco-
1049;-em branco-
1050;-em branco-
1051;-em branco-
1052;-em branco-
1053;Nenhum odor detectado.
1054;Presença de gasolina gasosa ou líquida, óleo, creosoto, etc.
1055;Presença de H2S (sulfeto de hidrogênio, 
1056;-em branco-
1057;-em branco-
1058;Terras em nível são todas as terras com declives dominantes entre 0 e 8% (0° e 4°40'). Além disso, a intensidade do relevo é tal que a diferença entre o ponto mais alto e o ponto mais baixo, dentro de uma unidade de terreno, é quase sempre inferior a 50 m. Geoforma de primeiro nível.
1059;Planícies são todas as terras em nível que não estão situadas entre terras elevadas, que não se projetam acima das terras vizinhas, ou que não se elevam suavemente contra terrenos com declive considerável íngreme. Geoforma de segundo nível.
1129;-em branco-
1130;-em branco-
1131;-em branco-
1060;Planaltos são terras em nível que são, em comparação com as terras circundantes, situadas em posições relativamente elevadas. O planalto pode ser muito extenso, mas deve ser sempre, em pelo menos um dos lados, delimitado por uma rampa ou escarpa (8% ou mais), ligando-o com terras situadas em posição inferior. Muitos dos chamados planaltos são, de fato, planícies elevadas, e devem ser classificados como tal. Geoforma de segundo nível.
1061;Uma grande extensão de terra plana, cercada por todos os lados por terras altas e inclinadas ou íngremes, é caracterizada como uma grande depressão. Uvalas são típicas para este grupo. Geoforma de segundo nível.
1062;Uma depressão é uma área de terra plana que está cercada em todos os lados por terras mais elevadas ou inclinadas. A área ocupada pela faixa de terras inclinadas, que forma a transição entre as terras mais elevadas para o assoalho da depressão é pequena em comparação com a área dentro da depressão ocupada por terras em nível. Geoforma de segundo nível.
1063;Terras planas com constante aumento da elevação, contíguas a terras fortemente inclinadas ou íngremes, são classificadas como áreas de terço inferior de baixo nível. Elas se fundem em outros tipos de terras planas, incluindo áreas de terço inferior com pequeno gradiente, que se elevam em direção oposta. Pedimentos, leques aluviais (coalescentes) e outras formas de relevo semelhantes podem ser consideradas áreas de terço inferior de baixo nível. Terços inferiores com um gradiente maior que 8% são classificados como encostas ou ladeiras ("hills"), uma vez que tais declives são geralmente incisivos à medida que adquirem um carácter acidentado ou montanhoso. Geoforma de segundo nível.
1064;Faixas alongadas de terras planas, flanqueadas em ambos os lados por áreas com terras inclinadas ou íngremes, constituem fundos (assoalho) de vale. Fundos de vale normalmente são fechados em uma extremidade, onde são abraçados por terras mais íngreme nos três lados. Eles podem conectar-se com outros tipos de terras em nível ou terrenos ondulados na outra extremidade. Em áreas montanhosas, os fundos de vale podem ser cercado por todos os lados por terras íngremes, e não necessariamente têm que ser alongados. Geoforma de segundo nível.
1065;-em branco-
1066;-em branco-
1067;Terrenos ondulados incluem todas as formas de relevo que têm inclinações dominantes entre 8% e 30%, combinado com, na maior parte dos casos, uma intensidade do relevo de mais de 50 m por unidade de relevo. Em geral, as terras onduladas são mais heterogêneas em relação à sua inclinação do que as terras planas (em nível). Geoforma de primeiro nível.
1068;Montanhas relativamente suave-onduladas (15-30% de declividade), com uma intensidade de relevo local de mais de 600 m. Muitos vulcões se enquadram nessa categoria, assim como diversas zonas de sopé de diversos dos grandes sistemas montanhosos. Geoforma de segundo nível.
1069;Todos terrenos inclinados com um relevo ondulado (intensidade mínima do relevo de 50 m por unidade de terreno), não alongados, ou com mais de 600 m de altura, ou incorporados em terreno montanhoso, são considerados morros de médio gradiente. Este grupo não inclui apenas a formas de relevo acidentado ou movimentado, mas também abrange outras geoformas como as áreas de terços inferiores com médio gradiente, etc. Geoforma de segundo nível.
1070;Terreno relativamente suave-ondulado (geralmente 15-30% de declividade), que constitui a zona de transição entre o alto e o baixo país. A intensidade do relevo local desta geoforma é normalmente inferior a 600 m/2 km. Geoforma de segundo nível.
1071;Um cume/crista cumpre todas as qualificações de um morro de médio gradiente, mas tem uma forma alongada com uma única crista, podendo ter uma altura mais ou menos constante, ou uma série de picos. Planaltos relativamente estreitos estão excluídos neste grupo de geoforma. Geoforma de segundo nível.
1072;Terra que, embora fazendo parte de uma cadeia de montanhas (terrenos com mais de 30% de declividade e intensidade do relevo de mais de 600 m por 2 km), constituem uma zona restrita com declives menos acentuados e relevo moderado. Planaltos montanhosos sempre fazem parte de um sistema de montanhas, e são, portanto, em pelo menos um dos lados, delimitados por montanhas de alto gradiente. A subdivisão hipsométrica desta categoria é feita de acordo com os qualificadores para terras íngremes. Geoforma de segundo nível.
1073;Terra inclinada com um nível de crista mais ou menos constante, e intensidades de relevo de menos de 50 m por unidade de terreno. Geoforma de segundo nível.
1074;Um terreno íngreme é essencialmente limitado à uma região montanhosa, onde a declividade média é de mais de 30% (a variabilidade dos gradientes pode ser tamanha a ponto de tornar difícil de reconhecer uma declividade dominante) e a intensidade do relevo é superior a 600 m/2 km. Geoforma de primeiro nível.
1117;-em branco-
1118;-em branco-
1075;Todo terreno íngreme com uma intensidade do relevo de mais de 600 m/2 km, e contornando um ou mais picos proeminentes. Geoforma de segundo nível.
1076;Terra íngreme, mas com baixo relevo (intensidade do relevo de menos de 600 m por 2 km). "Badlands" seria um tipo de geoforma englobado neste grupo, que é hipsometricamente subdivididos de acordo com os qualificadores para terrenos ondulados. Geoforma de segundo nível.
1077;Terreno íngreme que faz a transição entre o alto e o baixo país, e não tem picos proeminentes. A intensidade do relevo é normalmente superior a 600 m por 2 km. Geoforma de segundo nível.
1078;Vales muito íngremes, normalmente com muito pouco assoalho. Nenhum limite de altura é dado, uma vez que a falta de assoalho no vale e a presença de encostas íngremes garante que apenas os vales profundos cobrirão uma área suficiente para produzir delineações mapeáveis. Principalmente planalto sedimentar elevado entalhado. Geoforma de segundo nível.
1132;-em branco-
1134;-em branco-
1135;-em branco-
1079;Geoformas contendo tanto terras em nível como terras íngremes ou onduladas, as quais não podem ser separadas na escala do mapeamento, são considerados geoforma compostas. Geoformas compostas estão usando qualificadores hipsométricos de acordo com as características de sua parte em nível. Geoforma de primeiro nível.
1080;O vale, composto de terrenos laterais e um assoalho, é tomado como uma geoforma. Geoforma de segundo nível.
1081;Uma estreita faixa de terra em nível cercada por todos os lados por terras onduladas ou íngremes descendentes formam um planalto estreito. Geoforma de segundo nível.
1082;-em branco-
1083;-em branco-
1084;-em branco-
1085;-em branco-
1086;-em branco-
1087;-em branco-
1088;-em branco-
1089;-em branco-
1090;-em branco-
1091;-em branco-
1092;-em branco-
1093;-em branco-
1094;-em branco-
1095;-em branco-
1096;-em branco-
1097;-em branco-
1098;-em branco-
1099;-em branco-
1100;-em branco-
1101;-em branco-
1102;-em branco-
1103;-em branco-
1104;-em branco-
1105;-em branco-
1106;-em branco-
1107;-em branco-
1108;-em branco-
1109;-em branco-
1110;-em branco-
1111;-em branco-
1112;-em branco-
1113;-em branco-
1114;-em branco-
1115;-em branco-
1116;-em branco-
1119;-em branco-
1120;-em branco-
1121;-em branco-
1122;-em branco-
1123;-em branco-
1124;-em branco-
1125;-em branco-
1126;-em branco-
1127;-em branco-
1128;-em branco-
1286;-em branco-
1133;-em branco-
1136;-em branco-
1137;-em branco-
1138;-em branco-
1139;-em branco-
1140;-em branco-
1141;-em branco-
1142;-em branco-
1143;-em branco-
1144;-em branco-
1145;-em branco-
1146;-em branco-
1147;-em branco-
1148;-em branco-
1149;-em branco-
1150;-em branco-
1151;-em branco-
1152;-em branco-
1153;-em branco-
1154;-em branco-
1155;-em branco-
1156;-em branco-
1157;-em branco-
1158;-em branco-
1159;-em branco-
1160;-em branco-
1161;-em branco-
1162;-em branco-
1163;-em branco-
1164;-em branco-
1165;-em branco-
1166;-em branco-
1167;-em branco-
1168;-em branco-
1169;-em branco-
1170;-em branco-
1171;-em branco-
1172;-em branco-
1173;-em branco-
1174;-em branco-
1175;-em branco-
1176;-em branco-
1177;-em branco-
1178;-em branco-
1179;-em branco-
1180;-em branco-
1181;-em branco-
1182;-em branco-
1183;-em branco-
1369;-em branco-
1184;Padrão muito complexo de declives que se estendem a partir de depressões um pouco arredondados ou 'kettleholes' de vários tamanhos à pequenos montes de terra ('knolls') ou colinas ('knobs') cônicas irregulares. Há uma falta geral de concordância entre os pequenos montes de terra ou depressões. A variação dos declives é grande, geralmente entre 4% e 70%.
1185;Cobertura (pelo menos 5%) por montes isolados com mais de 2,5 m de altura.
1186;Cobertura (pelo menos 5%) por torres isoladas de karst, com paredes íngremes e mais de 2,5 m de altura.
1187;Cobertura (pelo menos 5%) por cristas paralelas, sub-paralelas ou intersectando-se, normalmente agudas (elevações estreitas alongadas), com mais de 2,5 m de altura.
1188;Áreas em nível (menos de 2% de declive) delimitadas, de um lado, por um declive íngreme com mais de 2,5 m de altura que possui outra superfície plana acima dele.
1189;Cobertura (pelo menos 5%) por ravinas/voçorocas com paredes íngremes com mais de 2,5 m de profundidade.
1285;-em branco-
1190;Áreas com densidade de drenagem superior a 25 km km-2, onde a profundidade dos canais de drenagem é de, pelo menos, 2,5 m.
1191;Áreas com densidade de drenagem superior a 10 km km-2, onde a profundidade dos canais de drenagem é de, pelo menos, 2,5 m.
1192;Áreas com densidade de drenagem inferior a 10 km km-2, onde a profundidade dos canais de drenagem dissecados é de, pelo menos, 2,5 m.
1193;-em branco-
1194;-em branco-
1195;-em branco-
1196;-em branco-
1197;-em branco-
1198;Poças de água na superfície, e grande parte do terreno fica encharcado por períodos contínuos de mais de 30 dias.
1199;-em branco-
1200;A água escoa lentamente, mas a maior parte do terreno não permanece alagado por mais de 30 dias de forma contínua.
1201;A água escoa bem, mas não excessivamente, e em nenhum lugar do terreno permanece inundado por um período contínuo de mais de 48 horas.
1202;O excesso de água escoa rapidamente, mesmo durante períodos de chuvas prolongados.
1203;O excesso de água escoa muito rapidamente, o terreno não suporta o crescimento de plantas com raízes pequenas mesmo se houver chuva suficiente.
1204;Interflúvio, crista ou parte superior do componente de terreno.
1205;Terço superior e médio ou qualquer outra posição mediana dentro do componente de terreno.
1206;Terço inferior ou parte inferior do componente de terreno.
1207;Depressão, fundo do vale ou qualquer outra parte mais baixa do componente de terreno.
1208;Todas as posições dentro do componente de terreno.
1209;Sem crosta ou selamento superficial observado.
1210;A superfície do solo tem uma sensibilidade leve ao encrostamento. Crosta macia ou ligeiramente dura com menos de 0,5 cm de espessura.
1211;O solo tem uma sensibilidade moderada ao encrostamento. Crosta macia ou ligeiramente dura com mais de 0,5 cm de espessura, ou crosta dura com menos de 0,5 cm de espessura.
1212;A superfície de solo tem uma forte sensibilidade ao encrostamento. Crosta dura com mais de 0,5 cm de espessura.
1213;-em branco-
1214;-em branco-
1215;-em branco-
1216;-em branco-
1217;-em branco-
1218;-em branco-
1219;-em branco-
1220;Material orgânico do solo fracamente decomposto (conteúdo de fibras > 2/3 do volume).
1221;Grau de decomposição intermediário entre fíbrico e sáprico (conteúdo de fibras entre 1/6 e 2/3 do volume).
1222;Material orgânico do solo altamente decomposto (conteúdo de fibras < 1/6 do volume).
1223;Um horizonte com espessura entre 20 e 40 cm. Ele pode espessura entre 40 e 60 cm se for constituído por 75% ou mais, em volume, de fibras de esfagno ou possui uma densidade, quando úmido, inferior a 0,1 kg dm-3. Uma camada superficial com espessura inferior a 25 cm qualifica-se como um horizonte hístico, depois de o material do solo ter sido misturado até uma profundidade de 25 cm, se possui 16% ou mais de carbono orgânico e a fração mineral contém mais de 60% de argila, ou 8% ou mais de carbono orgânico para conteúdos intermediários de argila.
1370;-em branco-
1371;-em branco-
1224;"Horizonte A com as seguintes propriedades para os 18 cm superiores: 
1) a estrutura do solo é suficientemente forte que o horizonte não seja ambos maciço e duro ou muito duro quando seco. Prismas muito grandes, maiores que 30 cm de diâmetro, estão incluídos no conceito do maciço, desde que não haja nenhuma estrutura secundária no interior dos prismas
2) o croma é inferior a 3,5 quando úmido, o valor é mais escuro do que 3,5 quando úmido, e 5,5 quando seco o valor da cor é, pelo menos, uma unidade mais escuro do que aquele do C (tanto úmido como seco). Se um horizonte C não estiver presente, deve ser feita comparação com o horizonte imediatamente subjacente ao horizonte A. Se houver mais de 40% de cal finamente dividido, os limites do valor da cor a seco são dispensados
3) a saturação por bases (por NH4OAc) é de 50% ou mais
4) o teor de carbono orgânico é de, pelo menos, 0,6% em toda a espessura do solo misturado, tal como especificado abaixo. Ele é, pelo menos, petrocálcico ou um horizonte petrogípsico ou uma fase petroférrica".
1225;Uma camada superficial construída pelo homem, com espessura de 50 cm ou mais, a qual foi produzida pela adubação continuada de longo prazo com misturas terrosas. Se um horizonte fímico satisfaz os requisitos do horizonte mólico ou úmbrico, distingue-se deles por um conteúdo de P2O5 extraível em ácido superior a 250 mg kg-1 de solo por 1% de ácido cítrico. Exemplos disso são o epipedon plaggen e o epipedon antrópico do Soil Taxonomy.
1256;Permafrost é uma camada em que a temperatura é permanentemente igual ou inferior 0°C.
1279;-em branco-
1226;Comparável ao mólico em cor, conteúdo de carbono orgânico e de fósforo, consistência, estrutura e espessura. Entretanto, a saturação de base é inferior a 50%.
1284;-em branco-
1227;O horizonte é muito claro na cor, tem um croma muito alto, muito pouco carbono orgânico, ou é demasiado delgado para ser um mólico ou úmbrico, ou é ambos duro e maciço quando seco. Materiais finamente estratificados não qualificam como um horizonte ócrico, como por exemplo, camadas superficiais de depósitos aluviais recentes.
1228;Um horizonte subsuperficial que tem um conteúdo de argila distintamente maior do que o horizonte sobrejacente. Esta diferença pode ser devida à acumulação iluvial de argila, ou à destruição de argila na camada superficial, ou à erosão seletiva da argila na superfície, ou à atividade biológica ou à combinação de dois ou mais destes processos diferentes. A sedimentação de materiais superficiais, que são mais grosseiro do que o horizonte subsuperficial, pode aumentar a diferenciação textural pedogenética. Entretanto, uma mera descontinuidade litológica, como pode ocorrer em depósitos aluviais, não qualifica como um horizonte árgico. Quando um horizonte árgico é formado por iluviação da argila, filmes de argila podem ocorrer na superfícies dos peds, em fissuras, em poros, e nos canais. A textura deve ser franco-arenosa ou mais fina, com pelo menos 8% de argila.
1229;"Um horizonte árgico com: 
1) uma estrutura colunar ou prismática em alguma parte do horizonte, ou uma estrutura em blocos com línguas de um horizonte eluvial em que há grãos de silte ou areia não revestidos estendendo-se por mais de 2,5 cm dentro do horizonte, e 
2) um conteúdo de sódio trocável de mais de 15% dentro dos 40 cm superiores do horizonte  ou mais magnésio trocável e sódio somados do que cálcio e acidez trocável somados dentro dos 40 cm superiores do horizonte, se a saturação com sódio trocável é maior do que 15% em algum sub-horizonte dentro de 200 cm da superfície."
1230;Um horizonte alterado em que faltam propriedades que atendam aos requisitos de um horizonte árgico, nátrico ou espódico. Faltam as cores escuras, o teor de matéria orgânica e a estrutura do horizonte hístico, ou dos horizontes mólico e úmbrico. A textura é franco-arenosa ou mais fina, com pelo menos 8% de argila. A espessura é de, pelo menos, 15 cm, com a menor profundidade a, pelo menos, 25 cm abaixo da superfície. A estrutura do solo é, pelo menos, moderadamente desenvolvida ou a estrutura da rocha está ausente em, pelo menos, metade do volume do horizonte. A CTC é maior do que 160 mmolc kg-1 de argila, ou o conteúdo de minerais intemperizáveis ​​na fração de 0,050-0,200 mm é de 10% ou mais. O horizonte apresenta alteração em a) matiz mais forte, croma mais vermelho, ou conteúdo de argila maior do que no horizonte subjacente, ou b) evidência de remoção de carbonatos, ou c) se carbonatos estão ausentes no material de origem e no pó que cai sobre o solo, as evidências de alteração necessárias são satisfeitas pela presença da estrutura do solo e ausência da estrutura da rocha em mais de 50% do horizonte. Não mostra qualquer cimentação, endurecimento ou consistência quebradiça quando úmido
1231;Um horizonte espódico atende a um dos seguintes requisitos abaixo de uma profundidade de 12,5 cm:
1) um sub-horizonte com espessura superior a 2,5 cm e que é continuamente cimentado por uma combinação de matéria orgânica com ferro e/ou alumínio
2) uma textura areia ou franco-arenosa, com grãos escuros distintos de tamanho de silte grande ou maior, ou com grãos de areia cobertos com revestimentos rachados que consistem em matéria orgânica e alumínio com ou sem ferro
3) um ou mais sub-horizontes em que a) se há 0,1% ou mais de ferro extraível, a razão dos conteúdos somados de ferro e Al extraível por pirofosfato a pH 10 para o conteúdo de argila (%) é 0,2 ou mais, ou se há menos de 0,1% de ferro extraível, a razão do conteúdos somados de Al e carbono orgânico para a argila (%) é de 0,2 ou mais, e b) a soma do Fe+Al extraível pelo pirofosfato é igual a metade ou mais da soma do Fe+Al extraível pelo ditionito-citrato, e c) a espessura é tal que o índice de acumulação de material amorfo nos sub-horizontes que satisfazem os requisitos anteriores é de 65 ou mais. Este índice é calculado subtraindo-se a metade da argila (%) da CTC a pH 8,2 mmolc kg-1 de argila e multiplicando-se o restante pela espessura do sub-horizonte em cm. Os resultados de todos os sub-horizontes são então somados.
1232;O horizonte ferrálico tem textura franco-arenosa ou mais fina, com pelo menos 8% de argila. Tem espessura de, pelo menos, 30 cm. Tem CTC igual ou inferior a 160 mmolc kg-1 de argila ou tem uma CTC efetiva igual ou inferior a 120 mmolc kg-1 argila (soma das bases trocáveis em NH4OAc, ​​mais a acidez trocável em KCl 1M). Tem menos de 10% de minerais intemperizáveis ​​na fração de 0,050-0,200 mm. Tem menos de 10% de argila dispersível em água. Tem relação silte-argila de 0,2 ou menos. Não tem propriedades ândicas. Tem menos de 5%, em volume, de estrutura da rocha
1233;Material de solo que tem 30% ou mais de argila, tem uma estrutura em blocos angulares moderadamente forte que separa-se facilmente em elementos com bordas planas ('poliédrica' ​​ou 'nutty') que possuem faces pédicas brilhantes que são finos revestimentos de argila ou faces de pressão. Esta estrutura do solo aparentemente está associada com a presença de quantidades significativas de óxidos de ferro ativo e é indicativo de um eficaz armazenamento elevado de água e propriedades favoráveis de sorção-dessorção de fosfato.
1271;Solo com peds bem-formados e distintos, resistentes ​​e evidentes em solo perturbado, o qual produz muitos peds inteiros, alguns peds quebrados e pouco material apedal.
1372;-em branco-
