DomainValueId	Explanation							
1072	Land which, although forming part of a mountain range (slopes of more than 30% and relief intensities in excess of 600 m per 2 km), constitute a restricted zone with less steep slopes and subdued relief. Mountainous highland always forms part of a mountain system, and is thus on at least at one side bounded by high-gradient mountains. Hypsometric subdivision of this category is according to the qualifiers for steep lands. 2nd level landform.							
1073	Sloping land with a more or less constant crest level, and relief intensities of less than 50 m per slope unit. 2nd level landform.							
1074	Steep land is mainly confined to mountainous country, where average slopes are over 30% (the variability of slope gradients may be so much as to make it difficult to recognize a dominant slope) and the relief intensity is more than 600 m/2 km. 1st level landform.							
1075	All steep land with a relief intensity of more than 600 m  per 2 km, and surrounding one or more outstanding peaks. 2nd level landform.							
1076	Steep but low relief land (relief intensity of less than 600 m per 2 km). Badlands would be a landform taken care of by this group, which is hypsometrically subdivided according to the qualifiers for sloping land. 2nd level landform.							
1077	Steep land that forms the transition between high and low lying country and lacks outstanding peaks. The relief intensity is normally more than 600 m per 2 km. 2nd level landform.							
1078	Very steep valleys, with normally very little valley floor. No height limit is given, as the lack of valley floor and the presence of steep slopes ensure that only deep valleys will cover sufficient area to produce mappable delineations. Mostly incised elevated sedimentary plateaux. 2nd level landform.							
1079	Landforms, containing both level and steep or sloping land, which cannot be separated at the scale of the mapping, are considered composite landforms. Composite landforms are using hypsometric qualifiers according to the characteristics of their level part. 1st level landform.							
1080	The valley, made up of sideslopes and a valley bottom, is taken as one landform. 2nd level landform.							
1081	A narrow strip of level land surrounded on all sides by sloping or steep falling land form together a narrow plateau. 2nd level landform.							
1082								
1083								
1084								
1085								
1086								
1087								
1088								
1089								
1090								
1091								
1092								
1093								
1094								
1095								
1096								
1097								
1098								
1099								
1100								
1101								
1102								
1103								
1104								
1105								
1106								
1107								
1108								
1109								
1110								
1111								
1112								
1113								
1114								
1115								
1116								
1117								
1118								
1119								
1120								
1121								
1122								
1123								
1124								
1125								
1126								
1127								
1128								
1129								
1130								
1131								
1132								
1133								
1134								
1135								
1136								
1137								
1138								
1139								
1140								
1141								
1142								
1143								
1144								
1145								
1146								
1147								
1148								
1149								
1150								
1151								
1152								
1153								
1154								
1155								
1156								
1157								
1158								
1159								
1160								
1161								
1162								
1163								
1164								
1165								
1166								
1167								
1168								
1169								
1170								
1171								
1172								
1173								
1174								
1175								
1176								
1177								
1178								
1179								
1180								
1181								
1182								
1183								
1184	Very complex pattern of slopes extending from somewhat rounded depressions or kettleholes of various sizes to irregular conical knolls or knobs. There is a general lack of concordance between knolls or depressions. Slopes ranges are large and vary generally between 4 % and 70 %.							
1185	Coverage (at least 5 %) by isolated mounds more than 2.5 m high.							
1186	Coverage (at least 5 %) by isolated steep sided karst towers more than 2.5 m high.							
1187	Coverage (at least 5 %) by parallel, sub-parallel or intersecting usually sharp-crested ridges (elongated narrow elevations) more than 2.5 m high.							
1188	Level areas (less than 2 % slope) bounded on one side by a steep slope more than 2.5 m high with another flat surface above it.							
1189	Coverage (at least 5 %) by steep-sided gullies more than 2.5 m deep.							
1190	areas with a drainage density of more than 25 km km-2, the depth of the drainage lines being at least 2.5 m.							
1191	Areas with a drainage density of more than 10 km km-2, the depth of the drainage lines being at least 2.5 m.							
1192	Areas with a drainage density of less than 10 km km-2, the depth of the dissected							
1193								
1194								
1195								
1196								
1197								
1198	Water ponds at the surface, and large parts of the terrain are waterlogged for continuous periods of more than 30 days.							
1199								
1200	Water drains slowly, but most of the terrain does not remain waterlogged for more than 30 days continuously.							
1201	Water drains well but not excessively, nowhere does the terrain remain waterlogged for a continuous period of more than 48 hours.							
1202	Excess water drains rapidly, even during periods of prolonged rainfall.							
1203	Excess water drains very rapidly, the terrain does not support growth of short rooted plants even if there is sufficient rainfall.							
1204	Interfluve, crest or higher part of the terrain component							
1205	Upper and middle slope or any other medium position within the terrain component							
1206	Lower slope or lower part of the terrain component							
1207	Depression, valley bottom or any other lowest part of the terrain component							
1208	All positions within the terrain component							
1209	No capping or sealing observed.							
1210	The soil surface has a slight sensitivity to capping. Soft or slightly hard crust less than 0.5 cm thick.							
1211	The soil has a moderate sensitivity to capping. Soft or slightly hard crust more than 0.5 cm thick, or hard crust less than 0.5 cm thick.	dissected		drainage lines being at least 2.5 m.				
1212	The soil surface has a strong sensitivity to capping. Hard crust more than 0.5 cm thick.							
1213								
1214								
1215								
1216								
1217								
1218								
1219								
1220	Weakly decomposed organic soil material (fibre content >2/3 of volume).							
1221	Degree of decomposition intermediate between fibric and sapric (fibre content between 1/6 and 2/3 of volume).							
1222	Highly decomposed organic soil material (fibre content <1/6 of volume).							
1223	An horizon which is more than 20 cm but less than 40 cm thick. It can be more than 40 cm but less than 60 cm thick if it consists of 75 percent or more, by volume, of sphagnum fibres or has a bulk density when moist of less than 0.1 kg.dm-3. A surface layer less than 25 cm thick qualifies as a histic horizon if, after having been mixed to a depth of 25 cm, it has 16% or more organic carbon and the mineral fraction contains more than 60% clay, or 8% or more organic carbon for intermediate contents of clay.							
1224	"A horizon with the following properties for the upper 18 cm: 
1) the soil structure is sufficiently strong that the horizon is not both massive and hard or very hard when dry. Very coarse prisms larger than 30 cm in diameter are included in the meaning of massive if there is no secondary structure within the prisms.
2) the chroma is less than 3.5 when moist, the value darker than 3.5 when moist and 5.5 when dry; the colour value is at least one unit darker than that of the C (both moist and dry). If a C horizon is not present, comparison should be made with the horizon immediately underlying the A horizon. If there is more than 40% finely divided lime, the limits of the colour value dry are waived; the colour value moist should then be 5 or less.
3) the base saturation (by NH4OAc) is 50% or more
4) the organic carbon content is at least 0.6% throughout the thickness of mixed soil, as specified below. It is at least petrocalcic or a petrogypsic horizon or a petroferric phase."							
1225	A man made surface layer 50 cm or more thick which has been produced by long continued manuring with earthy mixtures. If a fimic horizon meets the requirements of the mollic or umbric horizon, it is distinguished from it by an acid-extractable P2O5 content which is higher than 250 mg.kg-1 soil by 1 percent citric acid. Examples are the plaggen epipedon and the anthropic epipedon of Soil Taxonomy.							
1226	Comparable to mollic in colour, organic carbon and phosphorus content, consistency, structure and thickness. However, the base saturation is less than 50%.							
1227	The horizon is too light in colour, has too high a chroma, too little organic carbon, or is too thin to be a mollic or umbric, or is both hard and massive when dry. Finely stratified materials do not qualify as an ochric horizon, e.g. surface layers of fresh alluvial deposits.							
1228	A subsurface horizon which has a distinctly higher clay content than the overlying horizon. This difference may be due to an illuvial accumulation of clay, or to a destruction of clay in the surface horizon, or to a selective surface erosion of clay, or to biological activity or to a combination of two or more of these different processes. Sedimentation of surface materials, which are coarser than the subsurface horizon, may enhance a pedogenic textural differentiation. However, a mere lithological discontinuity, such as may occur in alluvial deposits, does not qualify as an argic horizon. When an argic horizon is formed by clay illuviation, clay skins may occur on ped surfaces, in fissures, in pores, and in channels. The texture must be sandy loam or finer with at least 8% clay.							
1229	"An argic horizon with 
1) a columnar or prismatic structure in some part of the horizon, or a blocky structure with tongues of an eluvial horizon in which there are uncoated silt or sand grains extending more than 2.5 cm into the horizon, and 
2) an exchangeable sodium percentage of more than 15% within the upper 40 cm of the horizon; or more exchangeable magnesium plus sodium than calcium plus exchange acidity within the upper 40 cm of the horizon if the saturation with exchangeable sodium is more than 15% in some subhorizon within 200 cm of the surface."							
1230	An altered horizon lacking properties that meet the requirements of an argic, natric or spodic horizon	 lacking the dark colours, organic matter content and structure of the histic horizon, or the mollic and umbric horizons. The texture is sandy loam or finer, with at least 8% of clay	 the thickness is at least 15 cm with the lower depth at least 25 cm below the surface	 soil structure is at least moderately developed or rock structure is absent in at least half the volume of the horizon	 the CEC is more than 160 mmolc kg-1 clay, or the content of weatherable minerals in the 0.050 to 0.200 mm fraction is 10% or more	 the horizon shows alteration in a) stronger chroma, redder hue, or higher clay content than the underlying horizon, or b) evidence of removal of carbonates, or c) if carbonates are absent in the parent material and in the dust that falls on the soil, the required evidence of alteration is satisfied by the presence of soil structure and the absence of rock structure in more than 50% of the horizon	 shows no cementation, induration or brittle consistence when moist.	
1231	"A spodic horizon meets one of the following requirements below a depth of 12.5 cm:
1) a subhorizon more than 2.5 cm thick that is continuously cemented by a combination of organic matter with iron and/or aluminium
2) a sandy or coarse-loamy texture with distinct dark pellets of coarse silt size or larger or with sand grains covered with cracked coatings which consist of organic matter and aluminium with or without iron.
3) one or more subhorizons in which a) if there is 0.1% or more extractable iron, the ratio of iron plus Al extractable by pyrophosphate at pH 10 to clay% is 0.2 or more, or if there is less than 0.1% extractable iron, the ratio of Al plus organic carbon to clay is 0.2 or more; and b) the sum of pyrophosphate-extractable Fe+Al is half or more of the sum of dithionite-citrate extractable Fe+Al; and c) the thickness is such that the index of accumulation of amorphous material in the subhorizons that meet the preceding requirements is 65 or more. This index is calculated by subtracting half the clay% from CEC at pH 8.2 mmolc kg-1 clay and multiplying the remainder by the thickness of the subhorizon in cm. The results of all subhorizons are then added."							
1232	The ferralic horizon has a texture that is sandy loam or finer with at least 8% of clay	 is at least 30 cm thick	 has a CEC equal to or less than 160 mmolc kg-1 clay or has an effective CEC equal to or less than 120 mmolc kg-1 clay (sum of NH4OAc exchangeable bases plus 1M KCl-exchangeable acidity)	 has less than 10% weatherable minerals in the 0.050 to 0.200 mm fraction	 has less than 10% water-dispersible clay	 has a silt clay ratio which is 0.2 or less	 does not have andic properties	 has less than 5% by volume showing rock structure.
1233	Soil material that has 30% or more clay, has a moderately strong angular blocky structure which falls easily apart into flat edged ('polyhedric' or 'nutty') elements which show shiny ped faces that are either thin clay coatings or pressure faces. This soil structure is apparently associated with the presence of significant amounts of active iron oxides and is indicative of a high effective moisture storage and favourable phosphate sorption - desorption properties.							
1234	A horizon of accumulation of calcium carbonate. The horizon is enriched with secondary calcium carbonate over a thickness of 15 cm or more, has a calcium carbonate content of 15% or more and at least 5% greater than that of a deeper horizon. The latter requirement is expressed by volume if the secondary carbonates in the calcic horizon occur as pendants on pebbles, or as concretions or soft powdery forms. If such a calcic horizon rests on very calcareous materials (40% or more calcium carbonate equivalent), the percentage of carbonates need not decrease with depth.							
1235	A continuous cemented or indurated calcic horizon, cemented by calcium carbonate and in places by calcium and some magnesium carbonate. Accessory silica may be present. The petrocalcic horizon is continuously cemented to the extent that dry fragments do not slake in water and roots cannot enter. It is massive or platy, extremely hard when dry so that it cannot be penetrated by spade or auger, and very firm to extremely firm when moist. Non-capillary pores are filled	 hydraulic conductivity is moderately slow to very slow. It is usually thicker than 10 cm.						
1236	The gypsic horizon is enriched with secondary calcium sulphate (CaSO4.2H2O), is 10 cm or more thick, has at least 5% more gypsum than the underlying horizon, and the product of the thickness (cm) and the percent of gypsum is 150 or more.							
1237	A gypsic horizon that is so cemented with gypsum that dry fragments do not slake in water and roots cannot enter. The gypsum content usually exceeds 60%.							
1238	The sulphuric horizon forms as a result of artificial drainage and oxidation of mineral or organic materials which are rich in sulphides. It is at least 15 cm thick and characterized by a pH H2O less than 3.5 and generally has jarosite mottles with a hue of 2.5Y or more and a chroma of 6 or more.							
1239	Clay and free iron oxides have been removed, or the oxides have been segregated to the extent that the colour of the horizon is determined by the colour of the primary sand and silt particles rather than by coatings of these particles. An albic horizon has a colour value moist of 4 or more, or a value dry of 5 or more, or both. If the value dry is 7 or more, or the value moist is 6 or more, the chroma is 3 or less. If the value dry is 5 or 6, or the value moist 4 or 5, the chroma is closer to 2 than to 3. If the parent materials have a hue of 5YR or redder, a chroma moist of 3 is permitted in the albic horizon where the chroma is due to the colour of uncoated silt or sand grains.							
1240	A clay increase between two layers, which takes place over a distance of less than 5 cm, where the lower layer shows a clay content of twice the clay content of the overlying layer if the latter has less than 20% clay, or an increase of 20% or more if the latter has 20% clay or more.							
1241	Soil material with an organic carbon content of more than 14 g/kg fine earth as a weighted average over a depth of 100 cm from the surface. This calculation assumes a bulk density of 1.5 kg dm-3.							
1242	Tropical rainy climates	 temperature of the coolest month above 18°C. With monthly temperatures lower than 18°C certain sensitive tropical plants do not thrive. This is the realm of plants known as megatherms which need continuously high temperatures and relatively abundant precipitation. Within the A group of climates two main types are recognized, Af and Aw.						
1243								
1244	Soil materials which meet one or more of the following requirements: 1) acid oxalate extractable Al plus 1/2 acid oxalate extractable Fe is 2.0% or more in the fine earth fraction; bulk density of the fine earth fraction, measured in the field moist state, is 0.9 kg dm-3 or less; phosphate retention is more than 85%. 2) more than 60% by volume of the whole soil is volcani-clastic material coarser than 2 mm; acid oxalate extractable Al plus 1/2 acid oxalate extractable Fe is 0.40% or more in the fine earth fraction. 3) the 0.02 to 2.0 mm fraction is at least 30% of the fine earth fraction and meets one of the following: a) if the fine earth fraction has acid oxalate extractable Al plus 1/2 acid oxalate extractable Fe of 0.40% or less, there is at least 30% volcanic glass in the 0.02 to 2.0 mm fraction; or b) if the fine earth fraction has acid oxalate extractable Al plus 1/2 acid oxalate extractable Fe of 2.0% or more, there is at least 5% volcanic glass in the 0.02 to 2.0 mm fraction; or c) if the fine earth fraction has acid oxalate extractable Al plus 1/2 acid oxalate extractable Fe of between 0.40 and 2.0%, there is a proportional content of volcanic glass in the 0.02 to 2.0 mm fraction between 30 and 5%.							
1245	Soil material which shows strong effervescence with 10% HCl or which contains more than 2% calcium carbonate equivalent.							
1246	Soils which are calcareous throughout the depth between 20 and 50 cm.							
1247	The underlying material is sufficiently coherent and hard when moist tomake hand digging with a spade impractable. The material is continuous except for a few cracks produced in place without significant displacement of the pieces and horizontally distant to an average of 10 cm or more. The material considered here does not include subsurface horizons such as a duripan, a petrocalcic or a petrogypsic horizon or a petroferric phase.							
1248	The term 'ferralic properties' is used in connection with Cambisols and Arenosols which have a CEC of less than 240 mmolc kg-1 clay or less than 40 mmolc kg-1 soil in at least one subhorizon of the cambic horizon or the horizon immediately underlying the A horizon.							
1249	Many coarse mottles with hues redder than 7.5YR or chromas more than 5 or both	 discrete nodules, up to 2 cm in diameter, the exteriors of the nodules being enriched and weakly cemented or indurated with Fe and having redder hues or stronger chromas than the interiors (Luvisols, Alisols, Lixisols and Acrisols).						
1250	Fluviatile, marine and lacustrine sediments, which receive fresh materials at regular intervals, and which, unless empoldered, have one or both of the following properties: 1) an organic carbon content that decreases irregularly with depth or that remains above 0.20% to a depth of 125 cm. Thin strata of sand may have less organic carbon if the finer sediments below, exclusive of buried horizons, meet the requirement	 2) stratification in at least 25% of the soil within 125 cm of the surface.						
1251	Soil materials which have either: 1) 1.5 cmolc kg-1 clay or less  exchangeable bases (Ca, Mg, K, Na) plus unbuffered 1M KCl exchangeable acidity	 or 2) a delta pH (pH KCl minus pH H2O) of +0.1 or more.						
1252	Soil materials which are saturated with water at some period of the year, or throughout the year, in most years, and which show evidence of  reduction processes or of reduction and segregation of iron.							
1253	Soil material which contains 5% or more gypsum.							
1254	Penetrations of an albic horizon into an underlying argic or natric horizon along ped faces, primarily vertical faces. The penetrations are not wide enough to constitute tonguing, but form continuous skeletans (ped coatings of clean silt or sand, more than 1 mm thick on the vertical ped faces).							
1255	Organic soil materials are: 1) saturated with water for long periods or are artificially drained and, excluding live roots, a) have 18% or more organic carbon if the mineral fraction is 60% or more clay, b) have 12% or more organic carbon if the mineral fraction has no clay, or c) have a proportional content of organic carbon between 12 and 18% if the clay content of the mineral fraction is less than 60%	 or 2) never saturated with water for more than a few days and have 20% or more organic carbon.						
1256	Permafrost is a layer in which the temperature is perennially at or below 0oC.							
1257	Plinthite is an iron-rich, humus-poor mixture of clay with quartz and other diluents. It commonly occurs as red mottles, usually in platy, polygonal or reticulate patterns, and changes irreversibly to a hardpan or to irregular aggregates on exposure to repeated wetting and drying. In a moist soil, plinthite is usually firm but it can be cut with a spade. When irreversibly hardened the material is no longer considered plinthite. Such hardened material is shown as a petroferric or a skeletic phase.							
1258	The electric conductivity of the saturation extract is more than 15 dS m-1 within 30 cm of the surface, or more than 4 dS m-1 within 30 cm of the surface if the pH-H2O exceeds 8.5.							
1259	Slickensides are polished and grooved surfaces that are produced by one mass sliding past another. Some of them occur at the base of a slip surface where a mass of soil moves downward on a relatively steep slope. Slickensides are very common in swelling clays in which there are marked seasonal changes in moisture content.							
1260	Thixotropic soil material	 it changes under pressure or by rubbing from a plastic solid into a liquefied stage and back to the solid condition. In the liquefied stage the material skids or smears between the fingers (Andosols).						
1261	The exchangeable sodium percentage is 15% or more, or exchangeable sodium plus magnesium is 50% or more.							
1262	Translocated authigenic lime, soft enough to be cut readily with finger powdery nail, precipitated in place from the soil solution rather than inherited from a soil parent material. It should be present in a significant accumulation (coatings on pores or structural faces).							
1263								
1264								
1265	Sulphidic materials are waterlogged mineral or organic soil materials containing 0.75% or more sulphur (dry weight), mostly in the form of sulphides, having less than three times as much calcium carbonate equivalent as sulphur, and having a pH above 3.5. Sulphidic materials accumulate in a soil that is permanently saturated and having a pH above 3.5, generally with brackish water. If the soil is drained the sulphides oxidize to form sulphuric acid. The pH, which is normally near neutrality before drainage, drops below 3.5. At this point these materials become a sulphuric horizon. Sulphidic material differs from the sulphuric horizon in its reduced condition, its pH and the absence of jarosite mottles with a hue of 2.5Y or more or a chroma of 6 or more.							
1266	An albic horizon penetrates an argic horizon along ped surfaces, if peds are present. Tongues must have greater depth than width, have horizontal dimensions of 5 mm or more in fine textured argic horizons (clay, silty clay and sandy clay), 10 mm or more in moderately fine textured argic horizons, and 15 mm or more in medium or coarser textured argic horizons (silt loams, loams and sandy loams), and must occupy more than 15% of the mass of the upper part of the argic horizon.							
1267	In connection with clayey soils which at some period in most years show one or more of the following: cracks, slickensides, wedge-shaped or parallelepiped structural aggregates, that are not in a combination, or are not sufficiently expressed, for the soils to qualify as Vertisols.							
1268	Minerals included are those that are unstable in a humid climate relative to other minerals, such as quartz and 1:1 lattice clays, and that, when weathering occurs, liberate plant nutrients and iron or aluminium. They include: 1) clay minerals: all 2:1 lattice clays except aluminium-interlayered chlorite. Sepiolite, talc and glauconite are also included in the meaning of this group of weatherable clay minerals, although they are not always of clay size. 2) silt- and sand-size minerals: feldspars, feldspathoids, ferromagnesian minerals, glasses, micas, and zeolites.							
1269	No observable aggregation or no orderly arrangement of natural planes of weakness (massive or single grain).							
1270	Soil with poorly formed indistinct peds, that are barely observable in place even in dry soil, breaks up into very few intact peds, many broken peds and much apedal material.							
1271	Soil with well-formed distinct peds, durable and evident in disturbed soil which produces many entire peds, some broken peds and little apedal material.							
1272	Soil with durable peds that are clearly evident in undisturbed (dry) soil, which breaks up mainly into entire peds.							
1273	Ranges of size of structure elements (mm): platy < 1, prismatic/columnar < 10, (sub)angular blocky < 5, granular < 1, crumb < 1.							
1274	Ranges of size of structure elements (mm): platy 1-2, prismatic/columnar 10-20, (sub)angular blocky 5-10, granular 1-2, crumb 1-2.							
1275	Ranges of size of structure elements (mm): platy 2-5, prismatic/columnar 20-50, (sub)angular blocky 10-20, granular 2-5, crumb 2-5.							
1276	Ranges of size of structure elements (mm): platy 5-10, prismatic/columnar 50-100, (sub)angular blocky 20-50, granular 5-10.							
1277	Ranges of size of structure elements (mm): platy > 10, prismatic/columnar > 100, (sub)angular blocky > 50, granular > 10.							
1278								
1279								
1280								
1281								
1282								
1283								
1284								
1285								
1286								
1287								
1288								
1289								
1290								
1291								
1292								
1293								
1294								
1295								
1296								
1297	Tropical rainy climates	 temperature of the coolest month above 18°C. With monthly temperatures lower than 18°C certain sensitive tropical plants do not thrive. This is the realm of plants known as megatherms which need continuously high temperatures and relatively abundant precipitation. Within the A group of climates two main types are recognized. The f type (Af) represents a tropical wet climate	 rainfall of the driest month is at least 60 mm. Within this climate there is a minimum of seasonal variation in temperature and precipitation, both remaining high throughout the year.					
1298								
1299								
1300								
1301								
1302	Tropical rainy climates	 temperature of the coolest month above 18°C. With monthly temperatures lower than 18°C certain sensitive tropical plants do not thrive. This is the realm of plants known as megatherms which need continuously high temperatures and relatively abundant precipitation. Within the A group of climates two main types are recognized, Af and Aw. Type As denotes a climate with a dry season during a high-sun period (rare).						
1303	Tropical rainy climates	 temperature of the coolest month above 18°C. With monthly temperatures lower than 18°C certain sensitive tropical plants do not thrive. This is the realm of plants known as megatherms which need continuously high temperatures and relatively abundant precipitation. Within the A group of climates two main types are recognized. The w type (Aw) represents a tropical wet-and-dry climate	 distinct dry season in low-sun period or winter. A marked seasonal rhythm of rinfall characterizes Aw climates: at least one month must have less than 60 mm. Temperature is similar to that in Af, i.e. with aminimum of seasonal variation, remaining high throughout the year.					
1304	Dry climate, in which there is an excess of evaporation over precipitation. No surplus of water remains, therefore, to maintain a constant groundwater level so that permanent streams cannot originate within B climates. The amount of precipitation that falls is not sufficient data with which to determine the B climate boundaries, since the effectiveness of precipitation in providing moisture in the ground for plants is dependent upon the rate of evaporation, which in turn varies directly with temperature. Rain that falls during a hot summer obviously is less effective than the same amount falling in a cool winter. Köppen's formulas for identifying arid and semi-arid climates, therefore, involve not only the annual temoerature and the total annual rainfall, but likewise the season of maximum precipitation. Type BS, a semi-arid climate or steppe, is one of the two main subdivisions of B climates. The suffix 'h' in BWk denotes an average annual temperature over 18°C.							
1305	Dry climate, in which there is an excess of evaporation over precipitation. No surplus of water remains, therefore, to maintain a constant groundwater level so that permanent streams cannot originate within B climates. The amount of precipitation that falls is not sufficient data with which to determine the B climate boundaries, since the effectiveness of precipitation in providing moisture in the ground for plants is dependent upon the rate of evaporation, which in turn varies directly with temperature. Rain that falls during a hot summer obviously is less effective than the same amount falling in a cool winter. Köppen's formulas for identifying arid and semi-arid climates, therefore, involve not only the annual temoerature and the total annual rainfall, but likewise the season of maximum precipitation. Type BS, a semi-arid climate or steppe, is one of the two main subdivisions of B climates. The suffix 'k' in BWk denotes an average annual temperature under 18°C.							
1306	Dry climate, in which there is an excess of evaporation over precipitation. No surplus of water remains, therefore, to maintain a constant groundwater level so that permanent streams cannot originate within B climates. The amount of precipitation that falls is not sufficient data with which to determine the B climate boundaries, since the effectiveness of precipitation in providing moisture in the ground for plants is dependent upon the rate of evaporation, which in turn varies directly with temperature. Rain that falls during a hot summer obviously is less effective than the same amount falling in a cool winter. Köppen's formulas for identifying arid and semi-arid climates, therefore, involve not only the annual temoerature and the total annual rainfall, but likewise the season of maximum precipitation. Type BW, an arid climate or desert, is one of the two main subdivisions of B climates. The suffix 'h' in BWh denotes an average annual temperature over 18°C.							
1307								
1308								
1309								
1310								
1311								
1312								
1313								
1314								
1315								
1316								
1317								
1318								
1319								
1320								
1321								
1322								
1323								
1324								
1325								
1326								
1327								
1328								
1329								
1330								
1331								
1332								
1333								
1334								
1335								
1336								
1337								
1338								
1339								
1340								
1341								
1342								
1343								
1344								
1345								
1346								
1347								
1348								
1349								
1350								
1351								
1352								
1353								
1354								
1355								
1356								
1357								
1358								
1359								
1360								
1361								
1362								
1363								
1364								
1365								
1366								
1367								
1368								
1369								
1370								
1371								
1372								
1373								
1374								
1375								
1376								
1377								
1378								
1379								
1380								
1381								
1382								
1383								
1384								
1385								
1386								
1387								
1388								
1389								
1390								
1391								
1392								
1393								
1394								
1395								
1396								
1397								
1398								
1399								
1400								
1401								
1402								
1403								
1404								
1405								
1406								
1407								
1408								
1409								
1410								
1411								
1412								
1413								
1414								
1415								
1416								
1417								
1418								
1419								
1420								
1421								
1422								
1423								
1424								
1425								
1426								
1427								
1428								
1429								
1430								
1431								
1432								
1433								
1434								
1435								
1436								
1437								
1438								
1439								
1440								
1441								
1442								
1443								
1444								
1445								
1446								
1447								
1448								
1449								
1450								
1451								
1452								
1453								
1454								
1455								
1456								
1457								
1458								
1459								
1460								
1461								
1462								
1463								
1464								
1465								
1466								
1467								
1468								
1469								
1470								
1471								
1472								
1473								
1474								
1475								
1476								
1477								
1478								
1479								
1480								
1481								
1482								
1483								
1484								
1485								
1486								
1487								
1488								
1489								
1490								
1491								
1492								
1493								
1494								
1495								
1496								
1497								
1498								
1499								
1500								
1501								
1502								
1503								
1504								
1505								
1506								
1507								
1508								
1509								
1510								
1511								
1512								
1513								
1514								
1515								
1516								
1517								
1518								
1519								
1520								
1521								
1522								
1523								
1524								
1525								
1526								
1527								
1528								
1529								
1530	Dry climate, in which there is an excess of evaporation over precipitation. No surplus of water remains, therefore, to maintain a constant groundwater level so that permanent streams cannot originate within B climates. The amount of precipitation that falls is not sufficient data with which to determine the B climate boundaries, since the effectiveness of precipitation in providing moisture in the ground for plants is dependent upon the rate of evaporation, which in turn varies directly with temperature. Rain that falls during a hot summer obviously is less effective than the same amount falling in a cool winter. Köppen's formulas for identifying arid and semi-arid climates, therefore, involve not only the annual temoerature and the total annual rainfall, but likewise the season of maximum precipitation. Type BW, an arid climate or desert, is one of the two main subdivisions of B climates. The suffix 'k' in BWk denotes an average annual temperature under 18°C.							
1531	Mild temperate rainy (mesothermal) climates	 average temperature of the coldest month below 18°C but above -3°C.	 average temperature of warmest month over 10°C. The average temperature of -3°C for the coldest month supposedly roughly coincides with the equatorward limit of frozen ground and a snow cover lasting for a month or more. Within the C group of climates three contrasting rainfall regimes are the basis for recognition of three principal climate types. The Cf type has no distinc dry season	 difference between the rainiest and driest months is less than for the other two types, and the driest month of summer receives more than 30 mm. The suffix 'a' in Cfa denotes a hot summer with an average temperature of the warmest month over 22°C.				
1532								
1533								
1534								
1535								
1536								
1537								
1538								
1539	Mild temperate rainy (mesothermal) climates	 average temperature of the coldest month below 18°C but above -3°C.	 average temperature of warmest month over 10°C. The average temperature of -3°C for the coldest month supposedly roughly coincides with the equatorward limit of frozen ground and a snow cover lasting for a month or more. Within the C group of climates three contrasting rainfall regimes are the basis for recognition of three principal climate types. The Cf type has no distinc dry season	 difference between the rainiest and driest months is less than for the other two types, and the driest month of summer receives more than 30 mm. The suffix 'b' in Cfb denotes a cool summer with an average temperature of the warmest month under 22°C.				
1540	Mild temperate rainy (mesothermal) climates	 average temperature of the coldest month below 18°C but above -3°C.	 average temperature of warmest month over 10°C. The average temperature of -3°C for the coldest month supposedly roughly coincides with the equatorward limit of frozen ground and a snow cover lasting for a month or more. Within the C group of climates three contrasting rainfall regimes are the basis for recognition of three principal climate types. The Cf type has no distinc dry season	 difference between the rainiest and driest months is less than for the other two types, and the driest month of summer receives more than 30 mm. The suffix 'c' in Cfc denotes a cool short summer with less than 4 months over 10°C.				
1541	Mild temperate rainy (mesothermal) climates	 average temperature of the coldest month below 18°C but above -3°C.	 average temperature of warmest month over 10°C. The average temperature of -3°C for the coldest month supposedly roughly coincides with the equatorward limit of frozen ground and a snow cover lasting for a month or more. Within the C group of climates three contrasting rainfall regimes are the basis for recognition of three principal climate types. The Cs type has a dry summer	 at least three times as much rain in the wettest month of winter as as in the driest month of summer, and the driest month of summer receives less than 30 mm. The suffix 'a' in Csa denotes a hot summer with an average temperature of the warmest month over 22°C.				
1542	Mild temperate rainy (mesothermal) climates	 average temperature of the coldest month below 18°C but above -3°C.	 average temperature of warmest month over 10°C. The average temperature of -3°C for the coldest month supposedly roughly coincides with the equatorward limit of frozen ground and a snow cover lasting for a month or more. Within the C group of climates three contrasting rainfall regimes are the basis for recognition of three principal climate types. The Cs type has a dry summer	 at least three times as much rain in the wettest month of winter as as in the driest month of summer, and the driest month of summer receives less than 30 mm. The suffix 'b' in Csb denotes a cool summer with an average temperature of the warmest month under 22°C.				
1543	Mild temperate rainy (mesothermal) climates	 average temperature of the coldest month below 18°C but above -3°C.	 average temperature of warmest month over 10°C. The average temperature of -3°C for the coldest month supposedly roughly coincides with the equatorward limit of frozen ground and a snow cover lasting for a month or more. Within the C group of climates three contrasting rainfall regimes are the basis for recognition of three principal climate types. The Cs type has a dry summer	 at least three times as much rain in the wettest month of winter as as in the driest month of summer, and the driest month of summer receives less than 30 mm. The suffix 'c' in Csc denotes a cool short summer with less than 4 months over 10°C.				
