DomainValueId	Description
1108	High: 3000-5000 m for steep and sloping lands with a relief intensity > 600 m/2 km
1109	Very high: ≥ 5000 m for steep and sloping lands with a relief intensity > 600 m/2 km
1110	Slightly dissected: < 10 km/km²
1111	Dissected: 10-25 km/km²
1112	Strongly dissected: ≥ 25 km/km²
1113	Igneous rock
1114	Acid igneous rock
1115	Acid igneous rock: granite
1116	Acid igneous rock: grano-diorite
1117	Acid igneous rock: quartz-diorite
1118	Acid igneous rock: rhyiolite
1119	Intermediate igneous rock
1120	Intermediate igneous rock: andesite, trachyte, phonolite
1121	Intermediate igneous rock: diorite-syenite
1122	Basic igneous rock
1123	Intermediate igneous rock: gabbro
1124	Intermediate igneous rock: basalt
1125	Intermediate igneous rock: dolerite
1126	Ultrabasic igneous rock
1127	Ultrabasic igneous rock: peridotite
1128	Ultrabasic igneous rock: pyroxenite
1129	Ultrabasic igneous rock: ilmenite, magnetite, ironstone, serpentine
1130	Metamorphic rock
1131	Acid metamorphic rock
1132	Acid metamorphic rock: quartzite
1133	Acid metamorphic rock: gneiss, migmatite
1134	Acid metamorphic rock: slate, phyllite, (pellitic rocks)
1135	Acid metamorphic rock: schist
1136	Basic metamorphic rock
1137	Basic metamorphic rock: slate, phyllite (pelitic rocks)
1138	Basic metamorphic rock: schist
1139	Basic metamorphic rock: gneiss rich in ferro-magnesian minerals
1140	Basic metamorphic rock: metamorphic limestone (marble)
1141	Sedimentary rock
1142	Clastic sediments
1143	Clastic sediments: conglomerate, breccia
1144	Clastic sediments: sandstone, greywacke, arkose
1145	Clastic sediments: siltstone, mudstone, claystone
1146	Clastic sediments: shale
1147	Clastic sediments: ironstone
1148	Sedimentary organic rock
1149	Sedimentary organic rock: limestone, other carbonate rocks
1150	Sedimentary organic rock: marl and other mixtures
1151	Sedimentary organic rock: coals, bitumen & related rocks
1152	Evaporites
1153	Evaporites: anhydrite, gypsum
1154	Evaporites: halite
1155	Unconsolidated rock
1156	Unconsolidated rock: fluvial
1157	Unconsolidated rock: lacustrine
1158	Unconsolidated rock: marine
1159	Unconsolidated rock: colluvial
1160	Unconsolidated rock: eolian
1161	Unconsolidated rock: glacial
1162	Unconsolidated rock: pyroclastic
1163	Unconsolidated rock: organic
1164	Sheet erosion
1165	Rill erosion
1166	Gully erosion
1167	Tunnel erosion
1168	Deposition by water
1169	Wind and water erosion
1170	Wind erosion and deposition
1171	Wind deposition
1172	Shifting sand
1173	Salt deposition
1174	Type of erosion unknown
1175	Very shallow (< 30 cm)
1176	Shallow (30-50 cm)
1177	Moderately deep (50-100 cm)
1178	Deep (100-150 cm)
1179	Very deep (≥ 150 cm)
1180	Uniform slope.
1181	Concave, lower slope with decreasing gradient downslope.
1182	Convex, upper slope with decreasing gradient upslope.
1183	Irregular slope.
1184	hummocky
1185	mounded
1186	towered
1187	ridged
1188	terraced
1189	gullied
1190	strongly dissected
1191	dissected
1192	slightly dissected
1193	very clayey - more than 60 % clay.
1194	clayey - sandy clay, silty clay and clay texture classes.
1195	loamy - loam, sandy clay loam, clay loam, silt, silt loam and silty clay loam texture classes
1196	sandy - loamy sand and sandy loam texture classes
1197	extremely sandy - sand texture classes.
1198	Extremely slow
1199	Brackish
1200	Slow
1201	Well
1202	Rapid
1203	Very rapid
1204	high
1205	middle
1206	low
1207	lowest
1208	all
1209	none
1210	weak
1211	moderate
1212	strong
1213	very slow (< 0.1 cm/h)
1214	slow (0.1- 0.5 cm/h)
1215	moderately slow (0.5- 2.0 cm/h)
1216	moderate (2.0- 6.0 cm/h)
1217	rapid (6.0-12.5 cm/h)
1218	very rapid (12.5-25.0 cm/h)
1219	extremely rapid ((≥ 25  cm/h)
1220	fibric
1221	hemic
1222	sapric
1223	histic
1224	mollic
1225	fimic
1226	umbric
1227	ochric
1228	argic
1229	natric
1230	cambic
1231	spodic
1232	ferralic
1233	nitic properties
1234	calcic
1235	petrocalcic
1236	gypsic
1237	petrogypsic
1238	sulphuric
1239	albic
1240	abrupt textural change
1241	strongly humic
1242	Tropical rainforest - humid***
1243	Fresh
1244	andic properties
1245	calcareous
1246	calcaric
1247	continuous hard rock
1248	ferralic properties
1249	ferric properties
1250	fluvic properties
1251	geric properties
1252	gleyic and stagnic properties
1253	gypsiferous
1254	interfingering
1255	organic soil materials
1256	permafrost
1257	plinthite
1258	salic properties
1259	slickensides
1260	smeary consistence
1261	sodic properties
1262	soft lime
1263	Histosol
1264	Kastanozem
1265	sulphidic materials
1266	tonguing
1267	vertic properties
1268	weatherable minerals
1269	structureless
1270	weak
1271	moderate
1272	strong
1273	very fine
1274	fine
1275	medium
1276	coarse
1277	very coarse
1278	platy (particles arranged around a generally horizontal plane)
1279	prismatic (prisms without rounded upper end)
1280	columnar (prisms with rounded caps)
1281	Lithic
1282	angular blocky (bounded by plains intersecting at largely sharp angles)
1283	subangular blocky (mixed rounded and plane faces with vertices mostly rounded)
1284	granular (spheroidical or polyhedral, relatively non-porous)
1285	crumb (spheroidical or polyhedral, porous)
1286	massive (no structure)
1287	single grain (no structure, individual grains)
1288	wedge shaped (structure in horizons with slickensides)
1289	allophane
1290	chloritic
1291	illitic
1292	interstratified or mixed
1293	kaolinitic
1294	montmorillonitic
1295	sesquioxidic
1296	vermiculitic
1297	Tropical rainforest  - wet
1298	Leptosol
1299	Luvisol
1300	Lixisol
1301	Nitisol
1302	Tropical Savanna, dry summer
1303	Tropical  Savanna, dry winter
1304	Steppe climate - dry, hot
1305	Steppe climate - dry, cold
1306	Desert climate - dry, hot
1307	Petrocalcic
1308	Duripan
1309	Petroferric
1310	dark reddish grey
1311	weak red
1312	weak red
1313	weak red
1314	red
1315	red
1316	reddish grey
1317	weak red
1318	weak red
1319	weak red
1320	red
1321	red
1322	reddish grey
1323	pale red
1324	pale red
1325	pale red
1326	light red
1327	light red
1328	olive
1329	grey
1330	olive grey
1331	grey
1332	olive grey
1333	- blank -
1334	grey
1335	olive grey
1336	- blank -
1337	- blank -
1338	- blank -
1339	light grey
1340	light grey
1341	- blank -
1342	- blank -
1343	- blank -
1344	light grey
1345	- blank -
1346	light grey
1347	- blank -
1348	- blank -
1349	- blank -
1350	black
1351	very dark brown
1352	very dark grey
1353	very dark greyish brown
1354	dark brown
1355	dark yellowish brown
1356	dark yellowish brown
1357	dark grey
1358	dark greyish brown
1359	(dark) brown
1360	dark yellowish brown
1361	dark yellowish brown
1362	grey
1363	greyish brown
1364	brown
1365	yellowish brown
1366	yellowish brown
1367	yellowish brown
1368	(light) grey
1369	light brownish grey
1370	pale brown
1371	light yellowish brown
1372	brownish yellow
1373	brownish yellow
1374	light grey
1375	light grey
1376	very pale brown
1377	very pale brown
1378	yellow
1379	yellow
1380	white
1381	white
1382	very pale brown
1383	very pale brown
1384	yellow
1385	yellow
1386	black
1387	very dark grey
1388	very dark greyish brown
1389	dark grey
1390	dark greyish brown
1391	olive brown
1392	grey
1393	greyish brown
1394	light olive brown
1395	light olive brown
1396	(light) grey
1397	light brownish grey
1398	light yellowish brown
1399	olive yellow
1400	olive yellow
1401	light grey
1402	light grey
1403	pale yellow
1404	yellow
1405	yellow
1406	white
1407	white
1408	pale yellow
1409	yellow
1410	yellow
1411	black
1412	very dusky red
1413	dark reddish brown
1414	very dark grey
1415	dusky red
1416	dark reddish brown
1417	dark red
1418	dark grey
1419	weak red
1420	reddish brown
1421	red
1422	red
1423	grey
1424	weak red
1425	reddish brown
1426	red
1427	red
1428	gray
1429	pale red
1430	light reddish brown
1431	light red
1432	light red
1433	dark bluish grey
1434	bluish grey
1435	bluish grey
1436	light bluish grey
1437	dark greenish grey
1438	greenish grey
1439	greenish grey
1440	light greenish grey
1441	dark greenish grey
1442	greyish green
1443	greenish grey
1444	greyish green
1445	greenish grey
1446	pale green
1447	light greenish grey
1448	pale green
1449	dark greenish grey
1450	greenish grey
1451	greenish grey
1452	light greenish grey
1453	reddish black
1454	very dusky red
1455	very dusky red
1456	very dusky red
1457	dark red
1458	dark reddish grey
1459	dusky red
1460	dusky red
1461	dusky red
1462	dark red
1463	dark red
1464	dark reddish grey
1465	weak red
1466	weak red
1467	weak red
1468	red
1469	red
1470	reddish grey
1471	weak red
1472	weak red
1473	weak red
1474	red
1475	red
1476	reddish grey
1477	pale red
1478	pale red
1479	pale red
1480	light red
1481	light red
1482	black
1483	black
1484	very dark grey
1485	dark olive grey
1486	dark grey
1487	olive grey
1488	olive
1489	olive
1490	grey
1491	olive grey
1492	olive
1493	olive
1494	olive
1495	(light) grey
1496	light olive grey
1497	pale olive
1498	pale olive
1499	olive yellow
1500	olive yellow
1501	light grey
1502	light grey
1503	pale yellow
1504	pale yellow
1505	yellow
1506	yellow
1507	white
1508	white
1509	pale yellow
1510	pale yellow
1511	yellow
1512	yellow
1513	black
1514	dark reddish brown
1515	very dark grey
1516	dark reddish brown
1517	dark reddish brown
1518	dark reddish brown
1519	dark grey
1520	dark reddish grey
1521	reddish brown
1522	reddish brown
1523	yellowish red
1524	grey
1525	reddish grey
1526	Petrogypsic
1527	Petric
1528	Phreatic
1529	Sodic
1530	Desert climate - dry, cold
1531	Warm temperate - moist all seasons, hot summer
1532	Phaeozem
1533	Planosol
1534	Plinthosol
1535	Podzol
1536	Regosol
1537	Solonchak
1538	Solonetz
1539	Warm temperate - moist all seasons, warm summer
1540	Warm temperate - moist all seasons,  with cool short summer
1541	Warm Temperate - dry summer, hot
1542	Warm Temperate - dry summer, warm
1543	Warm Temperate - dry summer, cool short summer
1544	Warm temperate - dry winter, hot summer
1545	Stony
1546	Fragipan
1547	Saline
1548	Albeluvisol
1549	Acrisol
1550	Alisol
1551	Andosol
1552	Warm Temperate - dry winter, warm summer
1553	Stagnosol
1554	Technosol
1555	Umbrisol
1556	Vertisol
1557	Igneous rock
1558	Acid igneous rock
1559	Oxygenated
1560	Warm Temperate - dry winter, cool short summer
1561	Snow climates - moist all seasons, hot summer
1562	Snow climates - moist all seasons, warm summer
1563	Snow climates - moist all seasons, cool short summer
1564	Snow climates - moist all seasons, very cold winter
1565	Snow climates - dry winter, hot summer
1566	Snow climates - dry winter, warm summer
1567	Snow climates - dry winter, cool short summer
1568	Snow climates - dry winter, very cold winter
1569	Frost climates
1570	Tundra climates
1571	Mountain/Highland climates, undiff.
1572	Cerrado
1573	Snow climates - dry summer, warm
1574	Snow climates - dry summer,  cool short summer
1575	Snow climates  -dry summer,  very cold winter
1576	Arenosol
1577	Anthrosol
1578	Chernozem
1579	Calcisol
1580	Cambisol
1581	Cryosol
1582	Durisol
1583	Fluvisol
1584	Ferralsol
1585	Gleysol
1586	Gypsisol
1587	Acid igneous rock: diorite
1588	Acid igneous rock: grano-diorite
1589	Acid igneous rock: quartz-diorite
1590	Acid igneous rock: rhyiolite
1591	Intermediate igneous rock
1592	Intermediate igneous rock: andesite, trachyte, phonolite
1593	Intermediate igneous rock: diorite-syenite
1594	Basic igneous rock
1595	Basic igneous rock: gabbro
1596	Basic igneous rock: basalt
1597	Basic igneous rock: dolerite
1598	Ultrabasic igneous rock
1599	Ultrabasic igneous rock: peridotite
1600	Ultrabasic igneous rock: pyroxenite
1601	Ultrabasic igneous rock: ilmenite, magnetite, ironstone, serpentine
1602	Pyroclastic rock
1603	Pyroclastic rock: tuff, tuffite
1604	Pyroclastic rock: volcanic scoria/breccia
1605	Pyroclastic rock: volcanic ash
1606	Pyroclastic rock: ignimbrite
1607	Metamorphic rock
1608	Acid metamorphic rock
1609	Acid metamorphic rock: quartzite
1610	Acid metamorphic rock: gneiss, migmatite
1611	Acid metamorphic rock: slate, phyllite, (pellitic rocks)
1612	Acid metamorphic rock: schist
1613	Basic metamorphic rock
1614	Basic metamorphic rock: slate, phyllite (pelitic rocks)
1615	Basic metamorphic rock: (green) schist
1616	Basic metamorphic rock: gneiss rich in ferro-magnesian minerals
1617	Basic metamorphic rock: metamorphic limestone (marble)
1618	Basic metamorphic rock: amphibolite
1619	Basic metamorphic rock: eclogite
1620	Ultrabasic metamorphic rock
1621	Ultrabasic metamorphic rock: serpentinite, greenstone
1622	Sedimentary rock
1623	Clastic sediments
1624	Clastic sediments: conglomerate, breccia
1625	Clastic sediments: sandstone, greywacke, arkose
1626	Clastic sediments: siltstone, mudstone, claystone
1627	Clastic sediments: shale
1628	Clastic sediments: ironstone
1629	Sedimentary organic or carbonatic rock
1630	Sedimentary organic or carbonatic rock: limestone, other carbonate rocks
1631	Dolerite
1632	Sedimentary organic or carbonatic rock: marl and other mixtures
1633	Sedimentary organic or carbonatic rock: coals, bitumen and related rocks
1634	Evaporites
1635	Evaporites: anhydrite, gypsum
1636	Evaporites: halite
1637	Unconsolidated rock
1638	Weathered residuum
1639	Weathered residuum: bauxite, laterite
1640	Unconsolidated rock: fluvial
1641	Unconsolidated fluvial rock: sand and gravel
1642	Unconsolidated fluvial rock: clay, silt and loam
1643	Unconsolidated rock: lacustrine
1644	Unconsolidated lacustrine rock: sand
1645	Unconsolidated lacustrine rock: silt and clay
1646	Unconsolidated rock: marine
1647	Unconsolidated marine rock: sand
1648	Unconsolidated marine rock: clay and silt
1649	Unconsolidated rock: colluvial
1650	Unconsolidated colluvial rock: slope deposits
1651	Unconsolidated colluvial rock: lahar
1652	Unconsolidated rock: eolian
1653	Unconsolidated rock: eolian rock: loess
1654	Unconsolidated rock: eolian rock: sand
1655	Unconsolidated rock: glacial
1656	Unconsolidated glacial rock: moraine
1657	Unconsolidated glacial rock: glacio-fluvial sands
1658	Unconsolidated kryogenic rock
1659	Unconsolidated kryogenic rock: periglacial rock debris
1660	Unconsolidated kryogenic rock: periglacial solifluction layer
1661	Unconsolidated rock: pyroclastic
1662	Unconsolidated rock: organic
1663	Unconsolidated organic rock: rainwater-fed moor peat
1664	Unconsolidated organic rock: groundwater-fed bog peat
1665	Unconsolidated anthropogenic/technogenic rock
1666	Unconsolidated anthropogenic/technogenic rock: redeposited natural material
1667	Unconsolidated anthropogenic/technogenic rock: industrial/artisanal deposits
1668	Unconsolidated and unspecified deposits
1669	Unconsolidated and unspecified deposits: clay
1670	Unconsolidated and unspecified deposits: loam and silt
1671	Unconsolidated and unspecified deposits: sand
1672	Unconsolidated and unspecified deposits: gravelly sand
1673	Unconsolidated and unspecified deposits: gravel, broken rock
1674	Derived from GPS measurements
1675	Converted from DMS data, available up to seconds
1676	Converted from DMS data, available only up to minutes
1677	Converted from other sources (location description, etc)
1678	Sandstone
1679	Non calcareous sandstone
1680	Arkosic sandstone
1681	Graywacke
1682	Calcareous sandstone
1683	Acid igneous/metamorphic rock
1684	Andesite
1685	Interbedded sedimentary rock
1686	Limestone/sandstone/shales
1687	Limestone/sandstone
1688	Limestone/shale
1689	Limestone/siltstone
1690	Sandstone/shale
1691	Sandstone/siltstone
1692	Shale/siltstone
1693	Basic igneous/metamorphic rock
1694	Basalt
1695	Conglomerate
1696	Conglomerate, non calcareous
1697	Conclomerate, calcareous
1698	Conglomerate
1699	Diorite
1700	Dolomite
1701	Unconsolidated pyroclastic rocks
1702	Ejecta ash
1703	Acidic ash
1704	Basic ash
1705	Lapilli
1706	Acidic lapilli
1707	Basic lapilli
1708	Volcanic bombs
1709	Evaporite
1710	Gabbro
1711	Granite/gneiss
1712	Gneiss
1713	Granite
1714	Gypsum rock
1715	Shale
1716	Non calcareous shale
1717	Calcareous shale
1718	Igneous rock
1719	Coarse-grained igneous rock
1720	Coarse-grained basic igneous
1721	Coarse-grained intermediate igneous
1722	Coarse-grained acid igneous
1723	Fine-grained igneous rock
1724	Fine-grained basic igneous
1725	Fine-grained intermediate igneous
1726	Fine-grained acid igneous
1727	Fine-grained ultrabasic igneous
1728	Organic material
1729	Mossy material
1730	Herbaceous material
1731	Woody material
1732	Wood fragments, small
1733	Wood fragments, large
1734	Charcoal
1735	Limestone
1736	Chalk
1737	Marble
1738	Dolomitic limestone
1739	Phosphatic limestone
1740	Arenaceous limestone
1741	Argillaceous limestone
1742	Cherty limestone
1743	Limestone
1744	Metamorphic rock
1745	Gneiss
1746	Acidic gneiss
1747	Basic gneiss
1748	Serpentinite
1749	Schist
1750	Acidic schist
1751	Basic schist
1752	Slate
1753	Quartzite
1754	Marl
1755	Not known
1756	Pyroclastic, consolidated
1757	Tuff
1758	Acidic tuff
1759	Basic tuff
1760	Volcanic breccia
1761	Acidic volcanic breccia
1762	Basic volcanic breccia
1763	Tuff breccia
1764	Scoria/cinders
1765	Pumice
1766	Pyroclastic rock
1767	Quartzitic sandstone
1768	Quartzite
1769	Sedimentary rock
1770	Marl
1771	Glauconite
1772	Sandstone
1773	Schist
1774	Sedimentary rock
1775	Shale
1776	Siltstone
1777	Siltstone
1778	Non calcareous siltstone
1779	Calcareous siltstone
1780	Travertine
1781	Tuff
1782	Claystone
1783	Non calcareous claystone
1784	Calcareous claystone
1785	Ultar basic rock
1786	Volcanic rock
1787	Highly weathered material
1788	Lateritic material
1789	Bauxitic material
1790	Non calcareous or acid
1791	Calcareous
1792	Mixed lithology
1793	Igneous/metamorphic/sediment.
1794	Igneous and metamorphic
1795	Igneous and sedimentary
1796	Metamorphic/sedimentary
1797	Mixed lithology and composition
1798	Alluvium
1799	Eolian mixed / undifferentiated
1800	Eolean loess
1801	Eolian sand
1802	Ejecta ash
1803	Lacustrine sediments
1804	Estuarine sediments
1805	Marine sediments
1806	Colluvium
1807	Slope wash
1808	Fluvio-glacial sediments
1809	Ice-pushed materials
1810	Glacial outwash
1811	Glacial till
1812	Glacial drift
1813	Organic sediments
1814	Residual material
1815	Unconsolidated, unspecified
1816	Solid rock
1817	Man-made
1818	Sandy
1819	Sandy clay
1820	Silty
1821	Loamy
1822	Clayey
1823	Gravelly
1824	Stony
1825	Mixed
1826	Organic
1827	Slight
1828	Partial / moderate
1829	High
1830	Very high
1831	High
1832	Moderate
1833	Low
1834	south
1835	south-south-east
1836	south-east
1837	east-south-east
1838	east
1839	east-north-east
1840	north-east
1841	north-north-east
1842	north
1843	north-north-west
1844	north-west
1845	west-north-west
1846	west
1847	west-south-west
1848	south-west
1849	south-south-west
1850	Convex
1851	Concave
1852	Straight
1853	Complex
1854	Undulating
1855	Crest
1856	Upper slope
1857	Middle slope
1858	Lower slope
1859	Slope unspecified
1860	Flat
1861	Open depression
1862	Depression (closed)
1863	None
1864	Daily
1865	Monthly
1866	Yearly
1867	Irregular
1868	Ponded
1869	Very slow
1870	Slow
1871	Medium
1872	Rapid
1873	Very rapid
1874	Saline
1875	Stillor stagnant
1876	Sheet
1877	Rill
1878	Gully
1879	Wind
1880	None
1881	Slight
1882	Moderate
1883	Severe
1884	None
1885	Little rocky
1886	Fairly rocky
1887	Rocky
1888	Extremely rocky
1889	Very rocky
1890	Outcrop
1891	None
1892	Very few stones.
1893	Fairly stony
1894	Stony
1895	Very stony
1896	Exceedingly stony
1897	Rubble land
1898	(Sub)rounded
1899	Angular blocky
1900	Angular irregular
1901	Platy, flat
1902	reddish black
1903	very dusky red
1904	dark reddish grey
1905	dusky red
1906	dusky red
1907	dusky red
1908	dark red
1909	reddish brown
1910	reddish brown
1911	yellowish red
1912	yellowish red
1913	(light) grey
1914	pinkish grey
1915	light reddish brown
1916	light reddish brown
1917	reddish yellow
1918	reddish yellow
1919	light grey
1920	pinkish grey
1921	pink
1922	pink
1923	reddish yellow
1924	reddish yellow
1925	white
1926	pinkish white
1927	pink
1928	pink
1929	- blank -
1930	- blank -
1931	- blank -
1932	- blank -
1933	- blank -
1934	- blank -
1935	- blank -
1936	- blank -
1937	- blank -
1938	- blank -
1939	- blank -
1940	- blank -
1941	- blank -
1942	- blank -
1943	- blank -
1944	- blank -
1945	- blank -
1946	- blank -
1947	- blank -
1948	- blank -
1949	- blank -
1950	- blank -
1951	- blank -
1952	- blank -
1953	- blank -
1954	- blank -
1955	- blank -
1956	black
1957	very dusky red
1958	very dusky red
1959	very dark grey
1960	dusky red
1961	dusky red
1962	dark red
1963	dark red
1964	dark grey
1965	weak red
1966	weak red
1967	red
1968	red
1969	grey
1970	weak red
1971	weak red
1972	red
1973	red
1974	grey
1975	pale red
1976	pale red
1977	light red
1978	light red
1979	- blank -
1980	- blank -
1981	olive black
1982	- blank -
1983	greyish olive
1984	- blank -
1985	greyish olive
1986	- blank -
1987	- blank -
1988	greyish olive
1989	- blank -
1990	- blank -
1991	- blank -
1992	- blank -
1993	light grey
1994	- blank -
1995	- blank -
1996	- blank -
1997	- blank -
1998	- blank -
1999	light grey
2000	- blank -
2001	- blank -
2002	- blank -
2003	black
2004	very dark brown
2005	very dark brown
2006	very dark grey
2007	dark brown
2008	dark brown
2009	dark grey
2010	(dark) brown
2011	(dark) brown
2012	strong brown
2013	grey
2014	brown
2015	brown
2016	strong brown
2017	strong brown
2018	(light) grey
2019	pinkish grey
2020	light brown
2021	reddish yellow
2022	reddish yellow
2023	light grey
2024	pinkish grey
2025	pink
2026	reddish yellow
2027	reddish yellow
2028	white
2029	pinkish white
2030	pink
2031	reddish yellow
2032	black
2033	black
2034	very dark grey
2035	dark grey
2036	grey
2037	(light) grey
2038	light grey
2039	white
2040	Very fine (0.1-1 mm)
2041	Fine (1-2 mm)
2042	Fine (< 5 mm)
2043	Fine to medium (< 15 mm)
2044	Medium (5-15 mm)
2045	Medium to coarse (> 5 mm)
2046	Coarse (> 15 mm)
2047	Heterogeneous
2071	very fine
2072	very fine and fine
2073	fine
2074	fine and medium
2075	medium
2076	medium and coarse
2077	coarse
2078	coarse and very coarse
2079	very coarse
2080	Structureless
2081	Structureless and weakly coherent
2082	Structureless and moderately coherent
2083	Structureless and strongly coherent
2084	None
2085	Few (1-50 per square decimetre)
2086	Few to common (1-200 per square decimetre)
2087	Common (50-200 per square decimetre)
2088	Common to many (> 50 per square decimetre)
2089	Many (> 200 per square decimetre)
2090	Micro (< 0.1 mm)
2091	Medium (2-5 mm)
2092	Coarse (5-10 mm)
2093	Very coarse (> 10 mm)
2094	Coarse (5-10 mm) and very coarse (> 10 mm)
2095	Medium (2-5 mm) and coarse (5-10 mm)
2096	Fine (1-2 mm) to coarse (5-10 mm)
2097	Micro (< 0.1 mm) to very coarse (> 10 mm)
2098	Very fine (0.1-1 mm) and fine (1-2 mm)
2099	Fine (1-2 mm) and medium (1-5 mm)
2100	Micro (< 0.1 mm) to fine (1-2 mm)
2101	Micro (< 0.1 mm) to coarse (5-10 mm)
2102	Micro (< 0.1 mm) and very fine (0.1-1 mm)
2103	Micro (< 0.1 mm) to medium (2-5 mm)
2104	Very fine (0.1-1 mm) to medium (1-5 mm)
2105	Very fine (0.1-1 mm) to coarse (5-10 mm)
2106	Continuous
2107	Vesicular
2108	Discontinuous
2109	Interstitial
2110	Tubular
2111	None
2112	Few
2113	Common
2114	Many
2115	Micro
2116	Very fine (diameter < 1 mm)
2117	Very fine (diameter < 1 mm) and fine (diameter 1-2 mm)
2118	Fine (diameter 1-2 mm)
2119	Fine (diameter 1-2 mm) and medium (diameter 2-5 mm)
2120	Medium (diameter 2-5 mm)
2121	Medium (diameter 2-5 mm) and coarse (diameter > 5 mm)
2122	Coarse (diameter > 5 mm)
2123	All; from very fine (diameter < 1 mm) to coarse (diameter > 5 mm)
2124	Moderate
2125	Structureless
2126	Strong
2127	Weak
2128	Angular blocky
2129	Crumb
2130	Columnar
2131	Granular
2132	Massive
2133	Single grain
2134	Platy
2135	Prismatic
2136	Subangular blocky
2137	Wedge shaped
2138	Igneous rock
2139	Acid igneous rock
2140	Acid igneous rock: granite
2141	Acid igneous rock: quartz-diorite/grano-diorite
2142	Acid igneous rock: syenite
2143	Acid igneous rock: rhyiolite,dacite
2144	Intermediate igneous rock
2145	Intermediate igneous rock: andesite, trachyte, phonolite
2146	Intermediate igneous rock: diorite, diorite-syenite
2147	Basic igneous rock
2148	Basic igneous rock: gabbro
2149	Basic igneous rock: basalt
2150	Basic igneous rock: dolerite/diabase
2151	Ultrabasic igneous rock
2152	Ultrabasic igneous rock: peridotite
2153	Ultrabasic igneous rock: pyroxenite
2154	Ultrabasic igneous rock: ilmenite, magnetite, ironstone
2155	Pyroclastic igneous rock
2156	Pyroclastic igneous rock: tuff, tuffite
2157	Pyroclastic igneous rock: volcanic scoria/breccia
2158	Pyroclastic igneous rock: volcanic ash
2159	Pyroclastic igneous rock: ignimbrite
2160	Metamorphic rock
2161	Acid metamorphic rock
2162	Acid metamorphic rock: quartzite
2163	Acid metamorphic rock: gneiss, migmatite, granulite
2164	Acid metamorphic rock: slate, phyllite
2165	Acid metamorphic rock: schist
2166	Basic metamorphic rock
2167	Basic metamorphic rock: slate, phyllite
2168	Basic metamorphic rock: (green) schist
2169	Basic metamorphic rock: gneiss rich in ferro-magnesian minerals
2170	Basic metamorphic rock: metamorphic limestone (marble)
2171	Basic metamorphic rock: amphibolite
2172	Basic metamorphic rock: eclogite
2173	Ultrabasic metamorphic rock
2174	Ultrabasic metamorphic rock: serpentine, greenstone
2175	Sedimentary rock
2176	Clastic sediments
2177	Clastic sediments: conglomerate, breccia
2178	Clastic sediments: sandstone, greywacke, arkose, arenite
2179	Clastic sediments: siltstone, mudstone, claystone
2180	Clastic sediments: shale
2181	Clastic sediments: ironstone
2182	Organic (sedimentary rock)
2183	Organic (sedimentary rock): limestone, other carbonate rocks
2184	Organic (sedimentary rock): marl and other mixtures
2185	Organic (sedimentary rock): coals, bitumen & related rocks
2186	Evaporites
2187	Evaporites: anhydrite. gypsum
2188	Evaporites: halite
2189	Sedimentary rock (unconsolidated)
2190	Weathered residuum
2191	Weathered residuum: bauxite, laterite
2192	Sedimentary rock (unconsolidated): fluvial
2193	Sedimentary rock (unconsolidated): fluvial - sand and gravel
2194	Sedimentary rock (unconsolidated): fluvial - clay, silta, and loam
2195	Lacustrine unconsolidated rock
2196	Lacustrine unconsolidated rock - sand
2197	Lacustrine unconsolidated rock - silt and clay
2198	Marine and estuarine unconsolidated rock
2199	Marine and estuarine unconsolidated rock - sand
2200	Marine and estuarine unconsolidated rock - clay and silt
2201	Colluvial unconsolidated rock
2202	Colluvial unconsolidated rock - slope deposits
2203	Colluvial unconsolidated rock - lahar
2204	Eolian unconsolidated rock
2205	Eolian unconsolidated rock - loess
2206	Eolian unconsolidated rock - sands
2207	Glacial unconsolidated rock
2208	Glacial unconsolidated rock - morainic deposits
2209	Glacial unconsolidated rock - glaciofluvial sands
2210	Glacial unconsolidated rock - glaciofluvial gravel
2211	Kryogenic unconsolidated rock
2212	Kryogenic unconsolidated rock - periglacial rock debris
2213	Kryogenic unconsolidated rock - periglacial rock solifluction materials
2214	Organic unconsolidated rock
2215	Organic unconsolidated rock - raineater-fed moor peat
2216	Organic unconsolidated rock - groundwater-fed bog peat
2217	Anthropogenic sedimentary rock
2218	Anthropogenic sedimentary rock - redeposited natural materials
2219	Anthropogenic sedimentary rock - industrial/artisanal deposits
2220	Sedimentary rock (unconsolidated) - unspecified
2221	Sedimentary rock (unconsolidated) - unspecified sediments
2222	Hypergelic
2223	Subgelic
2224	Snow climates - dry summer, hot
2225	Mild temperate rainy climate - winter dry
2226	Unconsolidated rock: hardened laterite and ferruginous materials
2227	Unconsolidated rock: soft laterite and ferruginous materials
2228	Mild temperate rainy climate - no distinct dry season
2229	Mild temperate rainy climate - summer dry
2230	Cold snow-forest climate - humid winters
2231	Cold snow-forest climate - summer dry
2232	Weak
2233	Moderate
2234	Strong
2235	Weak to moderate
2236	Moderate to strong
2237	Sand, unsorted
2238	Very weak
2239	Very strong
2240	Bottom (flat) in undulating to mountainous terrain
2241	Coarse (> 20 mm)
2242	Blocky
2243	Crumbs, lumps and clods
2244	Granular
2245	Platy
2246	Prismatic
2247	Rock structure
2249	Sand
2250	Loamy sand
2251	Sandy loam
2252	Sandy clay loam
2253	Silty loam
2254	Silty clay loam
2255	Clay loam
2256	Loam
2257	Silt
2258	Sandy clay
2259	Silty clay
2260	Clay
2261	January
2262	February
2263	March
